Period,Commodity,Province,Country,State,Value ($),Quantity,Unit of measure
2014-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Quebec,The world,N/A,25803953,79865603,Weight in kilograms
2015-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Quebec,The world,N/A,26395378,85309886,Weight in kilograms
2021-01-01,"1004.10.00 - Oats, seed for sowing",Ontario,The world,N/A,185930,333998,Weight in kilograms
2019-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Ontario,The world,N/A,7447443,24560421,Weight in kilograms
2015-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Ontario,The world,N/A,12458612,40266239,Weight in kilograms
2020-01-01,"1004.10.00 - Oats, seed for sowing",Manitoba,The world,N/A,2821179,4984758,Weight in kilograms
2017-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Manitoba,The world,N/A,2160388,5489562,Weight in kilograms
2018-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Manitoba,The world,N/A,117033528,416049943,Weight in kilograms
2016-01-01,"1004.10.00 - Oats, seed for sowing",Saskatchewan,The world,N/A,4136662,9342509,Weight in kilograms
2020-01-01,"1004.10.00 - Oats, seed for sowing",Saskatchewan,The world,N/A,7542928,13327632,Weight in kilograms
2019-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,311953397,1028771275,Weight in kilograms
2015-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Saskatchewan,The world,N/A,326404945,1054941286,Weight in kilograms
2019-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",British Columbia,The world,N/A,269430,610866,Weight in kilograms
2014-01-01,"1004.10.00 - Oats, seed for sowing",Quebec,The world,N/A,214937,650011,Weight in kilograms
2019-01-01,"1004.10.00 - Oats, seed for sowing",Quebec,The world,N/A,471203,858443,Weight in kilograms
2018-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Quebec,The world,N/A,21955480,78050940,Weight in kilograms
2016-01-01,"1004.10.00 - Oats, seed for sowing",Ontario,The world,N/A,235374,531596,Weight in kilograms
2017-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Ontario,The world,N/A,178890,454547,Weight in kilograms
2020-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Ontario,The world,N/A,9840044,32451008,Weight in kilograms
2013-01-01,"1004.10.00 - Oats, seed for sowing",Manitoba,The world,N/A,1165330,3394973,Weight in kilograms
2014-01-01,"1004.10.00 - Oats, seed for sowing",Manitoba,The world,N/A,890614,2693492,Weight in kilograms
2020-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Manitoba,The world,N/A,3135912,7172082,Weight in kilograms
2020-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Manitoba,The world,N/A,130484799,430319761,Weight in kilograms
2015-01-01,"1004.10.00 - Oats, seed for sowing",Saskatchewan,The world,N/A,5021909,12231680,Weight in kilograms
2017-01-01,"1004.10.00 - Oats, seed for sowing",Saskatchewan,The world,N/A,4916096,10804298,Weight in kilograms
2021-01-01,"1004.10.00 - Oats, seed for sowing",Saskatchewan,The world,N/A,6591938,11841955,Weight in kilograms
2017-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,6125358,15564582,Weight in kilograms
2020-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,8384399,19175805,Weight in kilograms
2011-01-01,"1004.00.90 - Oats, except seed (Terminated 2011-12)",Saskatchewan,The world,N/A,228849138,895383592,Weight in kilograms
2021-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Alberta,The world,N/A,42045245,133965762,Weight in kilograms
2012-01-01,"1004.10.00 - Oats, seed for sowing",British Columbia,The world,N/A,71102,233494,Weight in kilograms
2018-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",British Columbia,The world,N/A,257357,613806,Weight in kilograms
2017-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Quebec,The world,N/A,22165060,80922911,Weight in kilograms
2021-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Quebec,The world,N/A,17832872,56819556,Weight in kilograms
2014-01-01,"1004.10.00 - Oats, seed for sowing",Ontario,The world,N/A,119555,361574,Weight in kilograms
2019-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Ontario,The world,N/A,194206,440320,Weight in kilograms
2014-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Ontario,The world,N/A,14353465,44425240,Weight in kilograms
2015-01-01,"1004.10.00 - Oats, seed for sowing",Ontario,The world,N/A,191683,466874,Weight in kilograms
2018-01-01,"1004.10.00 - Oats, seed for sowing",Manitoba,The world,N/A,2108805,4209522,Weight in kilograms
2021-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Manitoba,The world,N/A,2156438,5427929,Weight in kilograms
2021-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Manitoba,The world,N/A,81628217,260086136,Weight in kilograms
2012-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Manitoba,The world,N/A,72652937,280218128,Weight in kilograms
2013-01-01,"1004.10.00 - Oats, seed for sowing",Saskatchewan,The world,N/A,2560494,7459525,Weight in kilograms
2020-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,348873959,1150535052,Weight in kilograms
2015-01-01,"1004.10.00 - Oats, seed for sowing",Alberta,The world,N/A,659517,1606353,Weight in kilograms
2018-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Alberta,The world,N/A,34173784,121486536,Weight in kilograms
2019-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Alberta,The world,N/A,50034224,165004651,Weight in kilograms
2021-01-01,"1004.10.00 - Oats, seed for sowing",British Columbia,The world,N/A,216352,388658,Weight in kilograms
2021-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",British Columbia,The world,N/A,7163002,22822929,Weight in kilograms
2015-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",British Columbia,The world,N/A,10346972,33441449,Weight in kilograms
2016-01-01,"1004.10.00 - Oats, seed for sowing",Quebec,The world,N/A,358219,809024,Weight in kilograms
2018-01-01,"1004.10.00 - Oats, seed for sowing",Quebec,The world,N/A,395602,789695,Weight in kilograms
2021-01-01,"1004.10.00 - Oats, seed for sowing",Quebec,The world,N/A,538624,967601,Weight in kilograms
2017-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Quebec,The world,N/A,528788,1343668,Weight in kilograms
2020-01-01,"1004.10.00 - Oats, seed for sowing",Ontario,The world,N/A,212746,375911,Weight in kilograms
2020-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Ontario,The world,N/A,236487,540859,Weight in kilograms
2021-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Ontario,The world,N/A,162622,409322,Weight in kilograms
2021-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Ontario,The world,N/A,6155698,19613454,Weight in kilograms
2016-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Ontario,The world,N/A,16098700,57431888,Weight in kilograms
2016-01-01,"1004.10.00 - Oats, seed for sowing",Manitoba,The world,N/A,1474044,3329080,Weight in kilograms
2019-01-01,"1004.10.00 - Oats, seed for sowing",Manitoba,The world,N/A,2361142,4301616,Weight in kilograms
2021-01-01,"1004.10.00 - Oats, seed for sowing",Manitoba,The world,N/A,2465500,4429094,Weight in kilograms
2011-01-01,"1004.00.10 - Oats, seed (Terminated 2011-12)",Manitoba,The world,N/A,1516902,4245450,Weight in kilograms
2021-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,5765618,14512510,Weight in kilograms
2013-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Saskatchewan,The world,N/A,240500006,819540518,Weight in kilograms
2016-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Saskatchewan,The world,N/A,282923877,1009327523,Weight in kilograms
2014-01-01,"1004.10.00 - Oats, seed for sowing",Alberta,The world,N/A,341642,1033250,Weight in kilograms
2021-01-01,"1004.10.00 - Oats, seed for sowing",Alberta,The world,N/A,1269938,2281348,Weight in kilograms
2020-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Alberta,The world,N/A,1615256,3694209,Weight in kilograms
2021-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Alberta,The world,N/A,1110741,2795831,Weight in kilograms
2017-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Alberta,The world,N/A,27603345,100777575,Weight in kilograms
2020-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Alberta,The world,N/A,67210420,221650084,Weight in kilograms
2014-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Alberta,The world,N/A,41017564,126953027,Weight in kilograms
2016-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Alberta,The world,N/A,36843937,131440319,Weight in kilograms
2016-01-01,"1004.10.00 - Oats, seed for sowing",British Columbia,The world,N/A,119406,269674,Weight in kilograms
2017-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",British Columbia,The world,N/A,7415835,27074573,Weight in kilograms
2016-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",British Columbia,The world,N/A,8166694,29134518,Weight in kilograms
2011-01-01,"1004.00.10 - Oats, seed (Terminated 2011-12)",British Columbia,The world,N/A,59044,165248,Weight in kilograms
2018-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Quebec,The world,N/A,722743,1723768,Weight in kilograms
2019-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Quebec,The world,N/A,627757,1423291,Weight in kilograms
2020-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Quebec,The world,N/A,685088,1566848,Weight in kilograms
2020-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Quebec,The world,N/A,28506293,94009535,Weight in kilograms
2017-01-01,"1004.10.00 - Oats, seed for sowing",Ontario,The world,N/A,143572,315532,Weight in kilograms
2015-01-01,"1004.10.00 - Oats, seed for sowing",Manitoba,The world,N/A,1683722,4100962,Weight in kilograms
2018-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Manitoba,The world,N/A,3852590,9188576,Weight in kilograms
2019-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Manitoba,The world,N/A,3145612,7131995,Weight in kilograms
2019-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Manitoba,The world,N/A,120627580,397810026,Weight in kilograms
2015-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Manitoba,The world,N/A,109435163,353694526,Weight in kilograms
2017-01-01,"1004.10.00 - Oats, seed for sowing",Alberta,The world,N/A,528530,1161567,Weight in kilograms
2018-01-01,"1004.10.00 - Oats, seed for sowing",Alberta,The world,N/A,615762,1229180,Weight in kilograms
2019-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Alberta,The world,N/A,1304750,2958223,Weight in kilograms
2012-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Alberta,The world,N/A,108937060,420163898,Weight in kilograms
2013-01-01,"1004.10.00 - Oats, seed for sowing",British Columbia,The world,N/A,69344,202018,Weight in kilograms
2014-01-01,"1004.10.00 - Oats, seed for sowing",British Columbia,The world,N/A,88654,268138,Weight in kilograms
2018-01-01,"1004.10.00 - Oats, seed for sowing",British Columbia,The world,N/A,140863,281191,Weight in kilograms
2019-01-01,"1004.10.00 - Oats, seed for sowing",British Columbia,The world,N/A,202240,368436,Weight in kilograms
2021-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",British Columbia,The world,N/A,189235,476309,Weight in kilograms
2013-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",British Columbia,The world,N/A,6513290,22195021,Weight in kilograms
2011-01-01,"1004.00.90 - Oats, except seed (Terminated 2011-12)",British Columbia,The world,N/A,5296669,20723410,Weight in kilograms
2020-01-01,"1004.10.00 - Oats, seed for sowing",Quebec,The world,N/A,616337,1088993,Weight in kilograms
2021-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Quebec,The world,N/A,471104,1185807,Weight in kilograms
2019-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Quebec,The world,N/A,24073067,79389045,Weight in kilograms
2016-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Quebec,The world,N/A,24500044,87403596,Weight in kilograms
2019-01-01,"1004.10.00 - Oats, seed for sowing",Ontario,The world,N/A,145770,265585,Weight in kilograms
2018-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Ontario,The world,N/A,183378,437376,Weight in kilograms
2018-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Ontario,The world,N/A,5570782,19803991,Weight in kilograms
2013-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Manitoba,The world,N/A,109455971,372987956,Weight in kilograms
2018-01-01,"1004.10.00 - Oats, seed for sowing",Saskatchewan,The world,N/A,5073734,10128043,Weight in kilograms
2019-01-01,"1004.10.00 - Oats, seed for sowing",Saskatchewan,The world,N/A,6106109,11124362,Weight in kilograms
2012-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Saskatchewan,The world,N/A,232438578,896502040,Weight in kilograms
2013-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Alberta,The world,N/A,53171363,181189511,Weight in kilograms
2015-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Alberta,The world,N/A,42866063,138543175,Weight in kilograms
2011-01-01,"1004.00.10 - Oats, seed (Terminated 2011-12)",Alberta,The world,N/A,559059,1564669,Weight in kilograms
2015-01-01,"1004.10.00 - Oats, seed for sowing",British Columbia,The world,N/A,159195,387741,Weight in kilograms
2020-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",British Columbia,The world,N/A,275188,629365,Weight in kilograms
2018-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",British Columbia,The world,N/A,7817831,27792131,Weight in kilograms
2019-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",British Columbia,The world,N/A,10332024,34073287,Weight in kilograms
2020-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",British Columbia,The world,N/A,11450232,37761163,Weight in kilograms
2014-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",British Columbia,The world,N/A,10644133,32944562,Weight in kilograms
2017-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Manitoba,The world,N/A,90555432,330610668,Weight in kilograms
2011-01-01,"1004.00.90 - Oats, except seed (Terminated 2011-12)",Manitoba,The world,N/A,136073586,532394702,Weight in kilograms
2012-01-01,"1004.10.00 - Oats, seed for sowing",Saskatchewan,The world,N/A,1766410,5800507,Weight in kilograms
2018-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,9269283,22107644,Weight in kilograms
2011-01-01,"1004.00.10 - Oats, seed (Terminated 2011-12)",Saskatchewan,The world,N/A,2551136,7140026,Weight in kilograms
2013-01-01,"1004.10.00 - Oats, seed for sowing",Alberta,The world,N/A,566090,1649208,Weight in kilograms
2011-01-01,"1004.00.90 - Oats, except seed (Terminated 2011-12)",Alberta,The world,N/A,50150084,196214679,Weight in kilograms
2017-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",British Columbia,The world,N/A,176919,449558,Weight in kilograms
2015-01-01,"1004.10.00 - Oats, seed for sowing",Quebec,The world,N/A,406106,989144,Weight in kilograms
2017-01-01,"1004.10.00 - Oats, seed for sowing",Quebec,The world,N/A,424404,932718,Weight in kilograms
2018-01-01,"1004.10.00 - Oats, seed for sowing",Ontario,The world,N/A,100384,200375,Weight in kilograms
2017-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Ontario,The world,N/A,7498220,27375387,Weight in kilograms
2012-01-01,"1004.10.00 - Oats, seed for sowing",Manitoba,The world,N/A,552127,1813053,Weight in kilograms
2017-01-01,"1004.10.00 - Oats, seed for sowing",Manitoba,The world,N/A,1733886,3810628,Weight in kilograms
2014-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Manitoba,The world,N/A,106925202,330943075,Weight in kilograms
2016-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Manitoba,The world,N/A,100816275,359660833,Weight in kilograms
2014-01-01,"1004.10.00 - Oats, seed for sowing",Saskatchewan,The world,N/A,2822283,8535479,Weight in kilograms
2019-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,8134829,18443950,Weight in kilograms
2017-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,256752199,937382011,Weight in kilograms
2018-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,281582403,1001015907,Weight in kilograms
2021-01-01,"1004.90.90 - Oat, o/t certified organic, o/t seed for sowing",Saskatchewan,The world,N/A,218247336,695385723,Weight in kilograms
2014-01-01,"1004.90.00 - Oats, other than seed for sowing (Terminated 2016-12)",Saskatchewan,The world,N/A,338838345,1048735146,Weight in kilograms
2012-01-01,"1004.10.00 - Oats, seed for sowing",Alberta,The world,N/A,827864,2718522,Weight in kilograms
2016-01-01,"1004.10.00 - Oats, seed for sowing",Alberta,The world,N/A,538707,1216644,Weight in kilograms
2019-01-01,"1004.10.00 - Oats, seed for sowing",Alberta,The world,N/A,979364,1784234,Weight in kilograms
2020-01-01,"1004.10.00 - Oats, seed for sowing",Alberta,The world,N/A,1453145,2567564,Weight in kilograms
2017-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Alberta,The world,N/A,658537,1673340,Weight in kilograms
2018-01-01,"1004.90.10 - Oat, certified organic, o/t seed for sowing",Alberta,The world,N/A,1124942,2683058,Weight in kilograms
